Case Number,Date/Time Reported,Date/Time Occurred,Incident Type,Location,Disposition
2501150005,1/14/25 16:45,1/14/25 16:45,Found/Property,1852 E 1 St,Closed
2401150007,1/15/25 12:05,1/14/25 14:00,Larceny/All Others,1121 E 4 St,Pending
2501140004,1/14/25 13:57,1/14/25 12:32,Larceny/Shoplifting,1209 E University Blvd,Adult-Original Case w/Arrest
2501140003,1/14/25 13:41,1/14/25 11:47,SEX OFFENSES/EXPOSURE/ARREST FOR OTHER JUR/CRIM WARRANTS x2/NARC DRUG LAW/POSS OF PARAPHERNALIA,1231 N Fremont Ave,Adult-Original Case w/Arrest
2501140002,1/14/25 9:21,1/14/25 8:35,Larceny/Shoplifting,1510 E University Blvd,Adult-Original Case w/Arrest
2501140001,1/14/25 2:41,1/14/25 0:09,Liquor Laws/Minor In Possession,515 N Tyndall Ave,Adult-Original Case w/Arrest
2501168001,1/13/25 21:30,1/13/25 21:30,Larceny/Bicycles,940 East 4Th Street,Closed
2501130003,1/13/25 9:20,1/13/25 9:20,Assist Other Agency/County Criminal Justice,240 N Stone Ave,Closed
2501130002,1/13/25 3:50,1/13/25 3:50,Disorderly Conduct/Other (Trespassing)/Narcotic Drug Laws/Possession Of Paraphernalia,1140 N Park Ave,Adult-Original Case w/Arrest
R00002-2025,1/13/25 0:00,1/13/25 0:00,Alcohol Referral (7),610 N Highland,
2501130001,1/12/25 23:51,1/12/25 23:51,Miscellaneous/Officer/Other Offenses/Other Misdemeanors,610 N Highland Ave,Adult-Original Case w/Arrest
2501120005,1/12/25 21:06,1/12/25 21:06,Criminal Damage/Intentional Vandalism,1201 E 6 St,Closed
2501120003,1/12/25 16:07,1/12/25 16:07,Other Offenses/Other Misdemeanors,1852 E 1 St,Closed
2501120002,1/12/25 14:26,1/12/25 14:26,Found/Property,1010 N Park Ave,Closed
2501120001,1/12/25 1:13,1/12/25 1:13,Disorderly Conduct/Disturbing The Peace,1721 E Enke Dr,Pending
2501110005,1/11/25 23:15,1/11/25 23:15,Traff & Motor Vehc Laws/Moving Violations/License &Registration,E 6Th St & N Highland Ave,Adult-Original Case w/Arrest
2501110004,1/11/24 22:56,1/11/25 22:56,Traff & Motor Vehc Laws/Moving Violations,Campbell/Hendricks,Pending
2501110003,1/11/25 19:30,1/11/25 18:45,Assault/No Injury,E 6Th St & Park Ave,Closed
2501110002,1/11/25 16:17,1/11/25 16:17,Larceny/Shoplifting,1750 East Speedway Blvd,Adult-Original Case w/Arrest
2501110001,1/11/25 12:48,1/11/25 12:48,Disturbance/No Criminal Violation,1443 E 1St St,Closed
2501100004,1/10/25 13:57,1/10/25 8:30,Larceny/Bicycles,1401 E University Blvd,Closed
2501100001,1/10/25 4:05,1/10/25 0:01,Assist Other Agency/Municipal Criminal Justice,1750 E Speedway,Closed
2501090004,1/9/25 18:57,1/9/25 18:57,Criminal Damage/Graffiti,1420 E Helen St,Closed
2501090002,1/9/25 14:16,1/9/25 18:02,Disorderly Conduct/Other (Trespassing)/Arrest For Other Jurisdiction/Misd Criminl Warrant,1852 E 1 St,Adult-Original Case w/Arrest
2501090005,1/9/25 16:56,1/9/25 16:56,Found/Property,1852 E 1 St,Closed
2501100002,1/10/25 9:02,1/9/25 8:20,Suspicious Activity/Person,1852 E 1St St,Closed
2501070008,1/7/25 21:15,1/7/25 21:15,,1140 N Park Ave,Adult-Original Case w/Arrest
2501070006,1/7/25 15:16,1/7/25 14:52,,1013 E University Blvd,Closed
2501070007,1/7/25 14:20,1/7/25 14:20,,4040 N Campbell Ave,Closed
2501070005,1/7/25 13:00,1/7/25 13:00,,3740 E 34Th St,Pending
2501070001,1/7/25 11:17,1/7/25 11:17,,880 E 4 St,Closed
2501070003,1/7/25 11:43,1/7/25 9:00,,515 N Tyndall Ave,Closed
2501060007,1/6/25 19:48,1/6/25 19:48,,3740 E 34Th St,Closed
2501060006,1/6/25 18:54,1/6/25 18:54,,540 North Vine Avenue,Closed
2501060005,1/6/25 18:12,1/6/25 18:12,,540 North Vine Avenue,Juvenile-Original Case w/Arrest
2501060004,1/6/25 13:38,1/6/25 13:38,,N Tyndall Ave 10Th St,Closed
2501060003,1/6/25 11:45,1/6/25 11:45,,1303 E University Blvd,Closed
2501060002,1/6/25 9:30,1/6/25 9:30,,1395 E Speedway Blvd,Closed
2501060001,1/6/25 9:24,1/6/25 8:23,,811 E 1 St,Closed
2501090003,1/9/25 17:51,1/5/25 19:03,Burglary/Unlawful Entry - No Force,1801 East 1St Street,Closed
2501050001,1/5/25 13:46,1/5/25 13:20,Found/Property,1130 E Helen St,Closed
2501040004,1/4/25 17:14,1/4/25 17:14,Found/Property,1200 E University Blvd,Closed
2501040003,1/4/25 11:12,1/4/25 11:12,Criminal Damage/Graffiti,1601 E 6Th St,Closed
2501040002,1/4/25 10:20,1/4/25 10:20,Criminal Damage/Graffiti,1111 E Lowell St,Closed
2501040001,1/4/25 11:19,1/4/25 9:30,Criminal Damage/Intentional Vandalism,1200 E University Blvd,Closed
2501040005,1/4/25 0:00,1/4/25 0:00,Miscellaneous/Officer,1852 E 1 St,Closed
2501030006,1/4/25 2:31,1/3/25 22:01,Traffic & Motor Vehc Laws/Moving Violations,Speedway/Plumer,Adult-Original Case w/Arrest
2501030005,1/4/25 3:55,1/3/25 21:44,Traffic & Motor Vehc Laws/Moving Violations,6th ST/N PARK,Adult-Original Case w/Arrest
2501030003,1/3/25 22:35,1/3/25 18:00,Disorderly Conduct/Tresspassing/Warrant Arrest Other Juris,1510 E University Blvd,Adult-Original Case w/Arrest
2501070004,1/7/25 13:15,1/3/25 12:00,Criminal Damage/Graffiti,1014-1018 E 6 St,Further Investigation
2501030004,1/3/25 21:21,1/3/25 0:01,Narcotic Drug Laws/Possession,1303 E University Blvd,Adult-Original Case w/Arrest
2501020004,1/2/25 23:36,1/2/25 23:36,Narcotic Drug Laws/ Possession Of Paraphernalia,E 7Th St & Cherry Ave,Adult-Original Case w/Arrest
2501030001,1/3/25 9:15,1/2/25 22:00,Criminal Damage/Graffiti,1301 N. Olive Rd,Closed
2501020003,1/2/25 22:00,1/2/25 22:00,Traffic & Motor Vehc Laws/Moving Violations,E Speedway Blvd & Plumer Ave,Adult-Original Case w/Arrest
2501020002,1/2/25 20:50,1/2/25 20:50,Disorderly Conduct/Other (Trespassing)/Narcotic Drug Laws/Possession Of Paraphernalia,9070 S Rita Rd,Adult-Original Case w/Arrest
2501020001,1/2/25 14:39,1/2/25 14:39,Found/Property,1014-1018 E 6 St,Closed
2501038001,12/31/24 20:00,12/31/24 20:00,Larceny/Bicycles,1101 E Mabel,Closed
2412310001,12/31/24 1:55,12/30/24 23:18,Gta/Recovery For Othr Jurisdiction,Euclid Ave & E 2Nd St,Adult-Original Case w/Arrest
2412300004,12/30/24 21:35,12/30/24 20:00,Found/Property,1852 E 1st ST,Closed
2412300002,12/30/24 15:38,12/30/24 15:38,Assist Other Agency/Municipal Agency,1St Ave/Speedway,Closed
2412300003,12/30/24 19:09,12/30/24 15:00,Larceny/Bicycles,1117 E 6Th St,Closed
2412300001,12/30/24 14:50,12/30/24 13:52,Traffic & Motor Veh Laws/License & Registration,I-10/Ajo Way,Adult-Original Case w/Arrest
2412280007,12/28/24 19:07,12/28/24 19:00,Found/Property,525 N National Championship Dr,Closed
2412280005,12/28/24 17:40,12/28/24 17:40,Unfounded/No Bonafide Incident,540 N Vine,Closed
2412280003,12/28/24 17:18,12/28/24 17:18,Unfounded/No Bonafide Incident,541 N Cherry,Closed
2412280006,12/28/24 20:06,12/28/24 16:54,Civil Matter/Other,1333 N Cherry,Closed
2412280004,12/28/24 16:50,12/28/24 16:50,Doc/Trespassing,540 N Vine,Closed
2412280002,12/28/24 15:45,12/28/24 15:45,Doc/Trespassing,540 N Vine,Closed
2412290001,12/29/24 12:56,12/28/24 10:30,Found/Property,N Campbell/E Elm,Closed
2501100003,1/10/25 11:38,12/27/24 14:00,Larceny/Bicycles,1101 E Mabel St,Closed
2412260002,12/26/24 10:21,12/26/24 9:40,Miscellaneous/Officer,11555 West Civic Center Drive,Closed
2412260001,12/26/24 6:43,12/26/24 6:43,Suspicious Activity/Other,1130 N Mountain Ave,Closed
2412150002,12/15/24 1:27,12/24/24 1:27,Pending,822 E 5Th St,Pending
2412230002,12/23/24 21:30,12/23/24 21:30,Miscellaneous/Officer,1200 E University Blvd,Closed
2412220001,12/22/24 10:21,12/22/24 10:12,Assist Other Agency/Municipal Criminal Justice,1711 East Speedway Blvd,Closed
2412210001,12/21/24 4:51,12/21/24 3:00,Assist Other Agency/Municipal Criminal Justice,1711 East Speedway Blvd,Closed
2412200009,12/20/24 22:28,12/20/24 21:43,Lost/Property,1020 E University Blvd,Closed
2412200008,12/20/24 20:16,12/20/24 17:45,Found/Property,1557 E 6Th St,Closed
2412200007,12/20/24 21:10,12/20/24 16:59,Larceny/Shoplifting,1209 E University Blvd,Closed
2412200006,12/20/24 12:44,12/20/24 12:18,Traffic & Motor Veh Laws,822 E 5Th St,Closed
2501150012,1/15/25 19:17,12/20/24 12:00,Burglary/Unlawful Entry - No Force,1717 E Speedway Blvd,Closed
2412200001,12/20/24 4:42,12/20/24 9:00,Suspicious Activity/Other,910 E 5th ST,Closed
R00007-2025,1/17/25 0:00,12/20/24 0:00,Stalking,1440 E 4th St,Closed
R00248-2024,12/20/24 0:00,12/20/24 0:00,Minor in Possession (2),Unknown,University Diversion
2412190004,12/19/24 17:00,12/19/24 17:00,Suspicious Activity/Person,1101 E Mabel St,Closed
2501168002,12/19/24 16:00,12/19/24 16:00,Larceny/All Others,1400 E 6Th St,Closed
2501130004,1/13/25 16:08,12/19/24 15:00,Larceny/All Others,1051 E Mabel St,Closed
2412190003,12/19/24 13:47,12/19/24 8:50,Larceny/Bicycles,1657 E Helen St,Closed
2412180005,12/18/24 17:40,12/18/24 17:13,Larceny/Shoplifting,1209 E University Blvd,Closed
2412190001,12/19/24 11:19,12/18/24 17:00,Criminal Damage/Intentional Vandalism,888 N Euclid Ave,Closed
2412180006,12/18/24 18:00,12/18/24 17:00,Found/Property,550 N Highland Ave,Pending
2412180004,12/18/24 13:24,12/18/24 13:01,Criminal Damage/Intentional Vandalism,1642 E Helen St,Closed
2412180002,12/18/24 11:07,12/18/24 9:40,Assist Other Agency/Municipal Criminal Justice,N Campbell Ave & E Allen Rd,Closed
2412180001,12/18/24 7:00,12/18/24 6:00,Disorderly Conduct/Other (Trespassing),811 N Euclid Ave,Adult-Original Case w/Arrest
2412170005,12/17/24 22:43,12/17/24 21:30,Miscellaneous/Officer,1852 E 1St St,Closed
2412180003,12/18/24 11:34,12/17/24 15:00,Larceny/Auto Parts & Accessories,1201 E 6 St,Closed
2412170003,12/17/24 13:09,12/17/24 10:45,Suspicious Activity/Other,1339 E 1St St,Closed
2412170001,12/17/24 8:04,12/17/24 7:24,Criminal Damage/Intentional Vandalism,1051 E Vine Ave,Closed
2412170004,12/17/24 21:15,12/17/24 0:00,Narcotic Drug Laws/Sale,977 E Speedway,Further Investigation
2412170002,12/17/24 11:24,12/17/24 0:00,Criminal Damage/Graffiti,1215 E Lowell,Closed
2501140005,1/14/25 15:03,12/17/24 0:00,Larceny/Bicycles,621 N Highland Ave,Closed
2412160006,12/16/24 20:30,12/16/24 18:30,Traffic Accident/Hit-And-Run,915 N Mountain Ave,Closed
2412160005,12/16/24 14:35,12/16/24 14:35,Non-Traffic Accident/Prprty Dmg-Leaving Scene,1614 East 1St Street,Closed
2412160004,12/16/24 15:56,12/16/24 11:40,Larceny/Bicycles,1423 E University Blvd,Closed
2412160002,12/16/24 10:10,12/16/24 10:10,Narcotic Drug Laws/Possession Of Paraphernalia,811 N Euclid Ave,Adult-Original Case w/Arrest
2412150005,12/15/24 15:46,12/15/24 16:37,Larceny/Bicycles,1101 E Mabel St,Closed
2412150004,12/15/24 8:30,12/15/24 8:30,Suspicious Activity/Person,N Park Ave & E Speedway Blvd,Pending
2412150003,12/15/24 2:20,12/15/24 2:20,Traffic & Motor Vehc Laws/License & Registration,E 6Th St & N Martin Ave,Pending
2412150001,12/15/24 0:44,12/15/24 0:44,Pending,1018 E South Campus Dr,Pending
2412140003,12/14/24 21:34,12/14/24 22:13,Dui/Non-Accident,E Speedway Blvd & Plumer Ave,Pending
2412140001,12/14/24 15:40,12/14/24 15:40,Larceny/All Others,822 E 5 St,Closed
2412140002,12/14/24 14:54,12/14/24 14:54,Mental Health/Transported To Treatment Facility,1003 N Olive Rd,Closed
2501120004,1/12/25 16:50,12/14/24 10:00,Larceny/Bicycles,575 N Highland Ave,Closed
2412130003,12/13/24 16:28,12/13/24 14:45,Larceny/Bicycles,1630 E University,Closed
2412160001,12/16/24 8:30,12/13/24 14:00,Criminal Damage/Intentional Vandalism,1334 E Helen St,Closed
2412130002,12/13/24 14:41,12/13/24 13:45,Miscellaneous/Officer,1852 E 1St St,Closed
2412130001,12/13/24 10:10,12/13/24 10:10,Found/Property,1201 E 6Th St,Closed
2412160003,12/16/24 11:54,12/13/24 0:00,Liquor Laws/Minor In Possession,540 North Vine Avenue,Further Investigation
2412120007,12/12/24 23:33,12/12/24 23:33,Miscellaneous/Public,1121 E 4 St,Closed
2412120006,12/12/24 23:10,12/12/24 23:10,Traffic & Motor Vehc Laws/Moving Violations,E Speedway Blvd & Plumer Ave,Adult-Original Case w/Arrest
2412190002,12/19/24 11:52,12/12/24 17:00,Criminal Damage/Graffiti,425 N Fremont Ave,Closed
2412120005,12/12/24 15:42,12/12/24 15:42,Found/Property,1521 East Helen Street,Closed
2412120004,12/12/24 13:43,12/12/24 13:43,Fire/Other (Unknown Origin),888 N Euclid Ave,Closed
2412120003,12/12/24 12:33,12/12/24 12:33,Miscellaneous/Officer,1852 E 1 St,Closed
2412120002,12/12/24 9:37,12/12/24 9:37,Criminal Damage/Graffiti,650 N Park Ave,Closed
2412120001,12/12/24 7:12,12/12/24 7:12,Mental Health/Transported To Treatment Facility,1120 N Cherry Ave,Closed
2412230001,12/23/24 11:10,12/12/24 0:35,Fraud/Credit Card,1101 E Mabel,Closed
2412110011,12/11/24 20:26,12/11/24 20:26,Mental Health/Transported To Treatment Facility,430 N Warren Ave,Closed
2412110013,12/11/24 19:06,12/11/24 19:06,Suspicious Activity/Person,943 East University Boulevard,Closed
2412110009,12/11/24 18:30,12/11/24 18:30,Dui/Property Damage Only Accident,E 1St St & N Highland Ave,Adult-Original Case w/Arrest
2412110008,12/11/24 18:11,12/11/24 18:11,Disturbance/Other,1340 E 2 St,Closed
2412110005,12/11/24 14:37,12/11/24 14:37,Miscellaneous/Public,1852 E 1 St,Pending
2412110003,12/11/24 13:37,12/11/24 13:37,Larceny/All Others,1145 N Mountain Ave,Pending
2412110004,12/11/24 13:00,12/11/24 13:00,Assist Other Agency/Municipal Criminal Justice,3711 East Broadway Boulevard,Closed
2412110002,12/11/24 13:26,12/11/24 11:26,Traffic & Motor Vehc Laws/License & Registration,E Speedway Blvd & N Olsen Ave,Closed
2412110001,12/11/24 10:27,12/11/24 10:27,Assist Other Agency/Municipal Criminal Justice,1547 East Lester Street,Closed
2412110010,12/11/24 19:52,12/11/24 0:01,Criminal Damage/Intentional Vandalism,515 N Tyndall Ave,Closed
2412110007,12/11/24 17:30,12/11/24 0:00,Public Hazard/Other,1117 E 6 St,Closed
CSA121124001,12/11/24 0:00,12/11/24 0:00,Stalking,1110 E James E Rogers Way,Closed
2412100003,12/10/24 19:31,12/10/24 18:29,Assist Other Agency/Municipal Criminal Justice,1303 E University Blvd,Closed
2412118001,12/10/24 13:00,12/10/24 13:00,Larceny/All Others,1051 E Mabel St,Closed
2412100001,12/10/24 8:47,12/10/24 8:29,Lost/Property,143O E 2Nd St,Closed
2412110006,12/11/24 15:59,12/10/24 3:00,Larceny/All Others,910 E 5 St,Closed
2501150001,1/15/25 0:35,12/10/24 0:00,Larceny/Bicycles,515 N Tyndall Ave,Closed
2412090010,12/9/24 23:02,12/9/24 21:56,Assault Aggravated/Other/Assault/Minor Injury,1400 E 6Th St,Further Investigation
2412090009,12/9/24 18:06,12/9/24 17:16,Found/Property,601 N Highland,Closed
2412090008,12/9/24 17:30,12/9/24 16:25,Miscellaneous/Public,515 N Tyndall,Closed
2412090007,12/9/24 16:34,12/9/24 16:14,Larceny/Bicycle,1121 E 4Th St,Closed
2412090006,12/9/24 15:36,12/9/24 15:30,Found/Property,1852 E 1St St,Closed
2412090004,12/9/24 13:43,12/9/24 12:00,Larceny/Shoplifting,1209 E University Blvd,Adult-Original Case w/Arrest
2412090003,12/9/24 11:12,12/9/24 10:32,Lost/Property,1107 E James E Rogers Way,Closed
2412090002,12/9/24 9:46,12/9/24 7:50,Miscellaneous/Public,1240 N. Highland Ave,Closed
2412090001,12/9/24 6:08,12/9/24 5:36,Criminal Damage/Graffiti,1340 E University Blvd,Closed
R00245-2024,12/9/24 0:00,12/9/24 0:00,Minor in Possession (2),602 N Highland,University Diversion
R00246-2024,12/9/24 0:00,12/9/24 0:00,Minor in Possession (2),610 N. Highland,University Diversion
R00247-2024,12/9/24 0:00,12/9/24 0:00,Minor in Possession (2),621 N Highland,University Diversion
2412080010,12/8/24 22:19,12/8/24 22:19,Arrest For Other Jurisdiction/Misd Criminl Warrant,1230 E Speedway Blvd,Adult-Original Case w/Arrest
2412080009,12/8/24 17:24,12/8/24 17:24,Assist Other Agency/Municipal Criminal Justice,E Speedway Blvd & Tyndall Ave,Closed
2412080008,12/8/24 17:05,12/8/24 17:05,Criminal Damage/Intentional Vandalism,E Speedway Blvd & N Cherry Ave,Closed
2412080007,12/8/24 16:18,12/8/24 14:23,Larceny/Bicycles,1400 E 6 St,Closed
2412080005,12/8/24 10:24,12/8/24 10:24,Suspicious Activity/Vehicle,1735 North 2Nd Avenue,Closed
2412080002,12/8/24 2:12,12/8/24 4:40,"Assault, Aggravated/Other",515 N Tyndall Ave,Adult-Original Case w/Arrest
2412080004,12/8/24 3:21,12/8/24 3:21,Disturbance/Other,610 N Highland Ave,Pending
2412080001,12/7/24 22:46,12/7/24 22:46,Arrest For Other Jurisdiction/Misd Criminl Warrant,1224 North Martin Avenue,Adult-Original Case w/Arrest
2412070005,12/7/24 19:13,12/7/24 19:13,Traffic & Motor Vehc Laws/License & Registration,1042 E South Campus Dr,Closed
2412070006,12/7/24 19:50,12/7/24 19:00,Criminal Damage/Intentional Vandalism,515 N Tyndall Ave,Closed
2412070007,12/7/24 21:09,12/7/24 18:00,Traffic Accident/Hit-And-Run,E 1st St & N HIGHLAND AVE,Closed
2412070004,12/7/24 12:27,12/7/24 12:27,Criminal Damage/Intentional Vandalism,1303 E University Blvd,Closed
2412080006,12/8/24 13:01,12/7/24 12:01,Criminal Damage/Intentional Vandalism,910 E 5 St,Closed
2412070003,12/7/24 10:00,12/7/24 10:00,Found/Property,N Campbell Ave & East Speedway Blvd,Closed
2412070002,12/7/24 3:18,12/7/24 3:18,Larceny/Bicycles,1101 E Mabel St,Closed
2412070001,12/7/24 2:29,12/7/24 2:29,Miscellaneous/Public,1018 E South Campus Dr,Closed
2412098001,12/9/24 21:31,12/6/24 22:45,Larceny/Others,1101 E Mabel St,Closed
2412090005,12/9/24 14:45,12/6/24 22:33,Criminal Damage/Intentional Vandalism,1418 E 4Th St,Closed
2412060016,12/6/24 20:25,12/6/24 20:25,Miscellaneous/Public,900 East 2Nd Street,Closed
2412060014,12/6/24 14:03,12/6/24 14:03,Personal Injury Accidents,1405 N Ring Rd,Closed
2412060013,12/6/24 13:55,12/6/24 13:45,Gta/Stolen,602 N Highland Ave,Closed
2412060011,12/6/24 12:20,12/6/24 12:20,Public Assist/Check Welfare,621 N Highland Ave,Closed
2412060004,12/6/24 5:10,12/6/24 5:10,Found/Property,1224 E Lowell St,Closed
2412060006,12/6/24 2:30,12/6/24 2:30,Criminal Damage/Intentional Vandalism,601 N Highland Ave,Closed
2412060003,12/6/24 2:10,12/6/24 2:10,Sick Cared For/Transported To Medical Facility,940 E 5 St,Closed
2412060005,12/6/24 6:03,12/6/24 1:00,Assault/Minor Injury,1418 E 4 St,Closed
2412060001,12/6/24 0:00,12/6/24 0:00,Larceny/All Others,933 N Cherry Ave,Closed
R00243-2024,12/6/24 0:00,12/6/24 0:00,Minor in Possession (2),602 N Highland,University Diversion
2412060008,12/5/24 23:55,12/5/24 23:55,Suspicious Activity/Vehicle,1209 E University Blvd,Further Investigation
2412060002,12/5/24 23:30,12/5/24 23:30,Disorderly Conduct/Fighting,515 N Tyndall Ave,Closed
2412060012,12/6/24 13:20,12/5/24 23:00,13-1602.B5 | Criminal Damage Amount More Than 250 Dollars But Less Than 1000,602 N Highland Ave,Pending
2412050009,12/5/24 22:24,12/5/24 22:24,Traffic&Motor Vehc Law/Road Rage,E Speedway Blvd & N Euclid Ave,Closed
2412050005,12/5/24 12:29,12/5/24 12:29,Non-Traffic Accident/Property Damage,1340 E 2 St,Closed
2501030002,1/3/25 9:43,12/5/24 12:00,Fraud/Credit Card,1601 E University Blvd,Closed
2412050003,12/5/24 10:57,12/5/24 10:57,Criminal Damage/Intentional Vandalism,1051 N Vine Ave,Closed
2412050008,12/5/24 10:04,12/5/24 10:04,Assist Other Agency/Other,17125 W 1St St,Closed
2412050002,12/5/24 9:36,12/5/24 9:36,Found/Property,1641 E Enke Dr,Closed
2412050001,12/5/24 6:25,12/5/24 6:25,Suspicious Activity/Other,1306 E University Blvd,Closed
R00244-2024,12/6/24 0:00,12/5/24 0:00,Drug Referral (1),621 N Highland,University Diversion
CSA120624001,12/6/24 0:00,12/5/24 0:00,Stalking,Unknown,Closed
2412040009,12/4/24 21:08,12/4/24 21:08,Fire/Residential Structure (Fire Origin Unknown),1443 East 1St Street,Closed
2412040008,12/4/24 20:53,12/4/24 20:53,Fraud/Wire,922 E 4 St,Closed
2412040007,12/4/24 20:56,12/4/24 19:00,Larceny/All Others,1400 E 6Th St,Closed
2412040004,12/4/24 17:23,12/4/24 17:23,Traffic Accident/Property Damage,N Campbell Ave & E University Blvd,Closed
2412040005,12/4/24 17:23,12/4/24 17:23,Found/Property,1818 East Speedway Boulevard,Closed
2412040006,12/4/24 12:50,12/4/24 12:50,Found/Property,E 1St St & N Warren Ave,Closed
2412040010,12/4/24 22:30,12/4/24 10:30,Public Assist/Other,1322 E 1 St,Closed
2412040001,12/4/24 7:10,12/4/24 7:10,Disorderly Conduct/Other (Trespassing),550 N Highland Ave,Closed
2412050004,12/5/24 11:30,12/4/24 7:00,Fraud/Defrauding,525 N Highland Ave,Closed
2412040011,12/4/24 22:45,12/4/24 4:45,Sexual Assault/Forcible Rape,1525 E Drachman St,Further Investigation
R00242-2024,12/4/24 0:00,12/4/24 0:00,Drug Referral,610 N. Highland,Closed
2412030008,12/4/24 0:28,12/3/24 22:07,Sexual Assault/Forcible Rape,575 N Highland Ave,Closed
2412030007,12/3/24 20:50,12/3/24 20:01,Found/Property,1852 E 1 St,Closed
2412030006,12/3/24 18:17,12/3/24 17:48,Larceny/Shoplifting,1209 E University Blvd,Closed
2412030005,12/3/24 15:25,12/3/24 15:05,Lost/Property,1040 N Olive Rd,Closed
2412030002,12/3/24 8:01,12/3/24 7:39,Unfounded/No Bonafide Incident,933 N Cherry Ave,Closed
2412030003,12/3/24 14:53,12/3/24 0:00,Disturbance/Other,601 N Highland Ave,Closed
CSA121217001,12/16/24 0:00,12/3/24 0:00,Stalking,Unknown,Closed
2412020012,12/2/24 18:54,12/2/24 18:54,"Assault, Aggravated/Other",406 N Fremont Ave,Further Investigation
2412020009,12/2/24 16:36,12/2/24 16:00,Assault/No Injury,1737 E University Blvd,Closed
2412030001,12/3/24 6:58,12/2/24 14:30,Burglary/Unlawful Entry - No Force,1235 N Mountain Ave,Closed
2412020007,12/2/24 13:28,12/2/24 13:28,Unfounded/No Bonafide Incident,1448 East 1St Street,Unfounded
2412020006,12/2/24 12:11,12/2/24 12:11,Lost/Property,1610 East 6Th Street,Closed
2412050006,12/5/24 13:27,12/2/24 12:00,Fraud/Credit Card,1295 N Martin Ave,Closed
2412020004,12/2/24 8:59,12/2/24 7:20,Larceny/Bicycles,1400 E 6 St,Closed
2412020002,12/2/24 1:54,12/2/24 1:54,Mental Health/Transported To Treatment Facility,1340 E 1 St,Closed
2412100002,12/10/24 9:46,12/2/24 0:01,Fraud/Credit Card,1010 N Highland Ave,Closed
R00239-2024,12/2/24 0:00,12/2/24 0:00,Minor in Possession (3),550 N. Highland,University Diversion
R00240-2024,12/2/24 0:00,12/2/24 0:00,Minor in Possession (3),550 N. Highland,University Diversion
2412020001,12/2/24 0:25,12/1/24 22:00,Criminal Damage/Intentional Vandalism,602 N Highland Ave,Closed
2412020008,12/1/24 19:50,12/1/24 19:50,Fraud/Credit Card,575 N Highland Ave,Further Investigation
2412010001,12/1/24 13:00,12/1/24 13:00,Public Assist/Check Welfare,940 E 5Th St,Closed
2412110012,12/11/24 21:16,12/1/24 0:01,Criminal Damage/Intentional Vandalism,910 E 5 St,Closed
2411300010,11/30/24 22:56,11/30/24 23:17,Disorderly Conduct/Other (Trespassing)/Warrants/Misdemeanor,1515 N Campbell Ave,Adult-Original Case w/Arrest
2411300009,11/30/24 22:58,11/30/24 22:58,Found/Property,540 North Vine Avenue,Closed
2411300008,11/30/24 21:40,11/30/24 21:40,Dui/Non-Accident,N Vine Ave & E Helen St,Adult-Original Case w/Arrest
2411300007,11/30/24 20:14,11/30/24 20:14,Disorderly Conduct/Fighting,1140 N Park Ave,Adult-Original Case w/Arrest
2411300004,11/30/24 17:32,11/30/24 17:32,Found/Property,540 North Vine Avenue,Closed
2412020003,12/2/24 6:31,11/30/24 17:30,Criminal Damage/Intentional Vandalism,1130 N Mountain Ave,Closed
2411300003,11/30/24 15:35,11/30/24 15:35,Traffic & Motor Vehc Laws/Moving Violations,E Adams St & N Euclid Ave,Further Investigation
2411300002,11/30/24 15:30,11/30/24 15:30,Liquor Laws/Minor In Possession,540 North Vine Avenue,Adult-Original Case w/Arrest
2411300001,11/30/24 10:20,11/30/24 10:20,Criminal Damage/Intentional Vandalism,1306 E University Blvd,Closed
2412020011,11/30/24 0:00,11/30/24 0:00,Fraud/Credit Card,1717 E Speedway Blvd,Closed
